pond,sexo,region,edad,satisfaccion_vida,satisfaccion_chilenos,eval_econ
0.479715516,2,8,68,9,3,3
0.846971838,2,13,66,9,3,2
0.92149875,2,13,48,4,3,2
1.039391632,1,13,68,8,7,3
1.039391632,1,13,67,10,10,3
0.846971838,2,13,67,5,5,2
0.292365209,2,8,61,10,5,3
0.500603013,2,15,66,6,7,3
1.039391632,1,13,62,6,6,2
0.722750737,1,8,62,5,5,3
0.501904526,2,3,56,9,5,3
0.846971838,2,13,57,1,99,1
0.598695995,2,7,52,10,6,3
0.720162202,1,5,60,7,5,1
0.436075367,1,8,59,9,8,3
0.722750737,1,8,59,5,4,2
0.989372532,2,5,54,9,5,1
0.436075367,1,8,58,8,6,2
0.92149875,2,13,53,8,4,3
0.722750737,1,8,56,10,5,2
1.379259028,2,13,33,4,4,2
1.379259028,2,13,26,5,5,3
0.812709263,1,12,55,9,6,3
0.720162202,1,5,55,5,8,3
0.714765515,2,2,32,3,3,2
0.70199503,1,14,55,5,5,3
0.874792903,1,8,54,10,88,3
1.317312624,1,13,54,2,3,1
0.214092044,1,12,53,6,6,2
1.317312624,1,13,52,5,5,4
0.92149875,2,13,51,7,7,1
1.911426015,1,14,52,10,6,3
1.317312624,1,13,50,9,4,2
1.92832856,2,7,20,6,4,2
1.379259028,2,13,34,10,8,2
1.379259028,2,13,34,4,7,1
0.989372532,2,5,50,8,3,2
0.598695995,2,7,46,7,3,3
1.317312624,1,13,47,10,10,4
1.911426015,1,14,47,10,2,3
1.339168839,2,13,23,3,3,2
1.030286506,2,13,41,10,3,4
0.375144007,2,6,46,10,5,3
0.874792903,1,8,45,7,6,3
1.164888415,1,4,45,8,6,3
1.103905679,2,8,36,5,4,2
0.214092044,1,12,45,4,4,2
0.846971838,2,13,67,5,5,3
0.72856351,1,2,43,7,4,3
1.379259028,2,13,33,10,4,3
0.565495996,2,9,46,10,4,4
0.989372532,2,5,46,8,5,2
0.92149875,2,13,50,5,4,3
1.030286506,2,13,41,8,4,3
1.567501196,2,6,42,8,4,2
1.379259028,2,13,27,7,5,3
1.379259028,2,13,34,9,5,3
0.703947299,2,8,21,5,7,4
1.030286506,2,13,44,6,6,3
1.589132303,1,13,40,7,4,4
0.485827415,2,9,42,7,5,3
0.155724893,2,13,35,6,5,3
0.485827415,2,9,36,9,5,4
0.846971838,2,13,79,7,7,3
1.889129042,1,5,39,8,4,3
0.754747408,2,5,40,8,5,3
0.818052317,2,10,26,5,2,2
0.939310387,2,8,42,10,5,4
1.589132303,1,13,38,8,7,2
3.251967314,1,5,38,10,5,3
0.747205482,1,13,37,10,3,2
1.888444035,1,8,37,10,5,3
0.993396948,2,5,32,10,5,2
1.379259028,2,13,33,7,5,2
1.589132303,1,13,35,6,4,3
3.123220275,1,4,35,7,6,3
0.786882058,2,7,32,6,4,3
2.485029524,1,13,34,88,88,3
0.714765515,2,2,30,8,6,3
1.235067368,2,7,41,10,9,3
5.062132191,1,7,33,6,4,2
0.655037809,2,3,53,7,5,3
2.485029524,1,13,33,10,10,3
2.30686335,1,6,32,7,5,2
0.939310387,2,8,39,10,8,3
1.030286506,2,13,38,10,10,2
2.593949725,1,3,30,6,6,3
2.485029524,1,13,29,8,5,3
2.485029524,1,13,29,8,6,3
2.047828006,1,10,29,8,5,2
1.379259028,2,13,32,5,1,2
1.169101207,1,2,28,10,6,4
0.92149875,2,13,54,5,4,2
1.379259028,2,13,33,6,6,3
2.846655606,1,5,27,8,5,3
1.260857876,1,12,27,9,7,3
2.485029524,1,13,27,7,6,3
1.379259028,2,13,26,10,7,3
1.339168839,2,13,23,8,2,2
1.379259028,2,13,30,3,3,2
1.770567199,1,8,25,10,7,2
1.339168839,2,13,22,6,5,3
1.339168839,2,13,21,6,4,2
1.221825329,2,8,24,5,5,3
0.846971838,2,13,66,10,10,3
1.491158499,1,13,24,5,5,2
1.591681939,1,5,23,7,88,8
1.339168839,2,13,24,3,4,3
1.030286506,2,13,39,7,7,4
0.939310387,2,8,39,6,6,2
1.491158499,1,13,20,9,7,3
1.491158499,1,13,20,5,5,2
1.491158499,1,13,20,8,5,3
0.554547303,2,6,54,7,6,4
0.765248563,1,9,19,9,8,2
1.600861031,1,10,19,10,5,3
1.491158499,1,13,19,7,7,3
0.703947299,2,8,20,5,5,2
0.64190234,2,5,56,8,5,2
1.273667504,2,9,18,9,4,3
4.614754211,1,9,48,5,3,1
0.485827415,2,9,37,10,8,3
1.030286506,2,13,38,10,5,3
0.479715516,2,8,62,10,1,2
1.908292109,2,15,26,7,7,3
0.846971838,2,13,65,5,4,2
0.62066759,2,15,19,8,7,3
0.479715516,2,8,65,5,5,3
0.437102877,2,10,50,5,5,3
2.118674841,1,4,50,8,7,2
0.846971838,2,13,63,10,5,2
0.479715516,2,8,58,3,4,2
0.64190234,2,5,57,5,88,3
1.589132303,1,13,39,6,6,4
0.579772681,1,12,38,9,9,3
0.72856351,1,2,36,7,8,3
1.538708075,2,5,25,10,3,3
0.846971838,2,13,81,4,6,4
0.720162202,1,5,70,10,5,3
1.339168839,2,13,21,8,6,3
1.379259028,2,13,33,6,8,2
1.603018802,1,14,22,1,4,3
0.479715516,2,8,71,9,8,4
1.221825329,2,8,24,5,5,2
1.039391632,1,13,76,10,5,4
0.479715516,2,8,65,5,3,2
0.704640869,1,3,61,10,5,2
1.039391632,1,13,61,10,88,9
0.414155147,2,13,23,7,5,4
0.720162202,1,5,57,7,6,3
0.950207265,2,7,25,4,5,2
0.370177707,1,5,47,7,6,3
0.621496938,1,9,44,7,5,3
1.589132303,1,13,42,10,1,4
0.939310387,2,8,38,7,4,3
1.379259028,2,13,29,8,5,2
0.829523735,2,9,28,5,3,2
1.379259028,2,13,27,6,5,3
2.485029524,1,13,28,7,6,2
0.989372532,2,5,52,5,7,3
0.91319977,2,8,25,8,5,2
1.317312624,1,13,54,9,4,3
1.379259028,2,13,28,7,4,3
0.846971838,2,13,56,8,7,4
0.91319977,2,8,29,7,7,3
0.70199503,1,14,85,8,6,3
0.846971838,2,13,55,6,7,4
1.538708075,2,5,28,9,5,2
0.846971838,2,13,82,8,9,3
0.754747408,2,5,42,6,6,4
1.030286506,2,13,35,8,7,3
1.14642748,2,6,23,9,5,3
0.754747408,2,5,44,8,7,4
1.521126232,2,15,52,9,8,2
0.91319977,2,8,34,10,5,2
0.846971838,2,13,61,8,5,3
1.104881814,1,5,47,5,5,4
0.754747408,2,5,44,10,4,4
2.285234259,1,6,44,10,8,3
0.898609123,2,9,42,5,5,2
0.829523735,2,9,27,9,2,3
2.30686335,1,6,32,9,5,8
1.292453817,1,9,26,10,5,3
1.317312624,1,13,48,8,6,2
0.64190234,2,5,58,10,5,3
0.598695995,2,7,52,7,5,3
0.846971838,2,13,70,10,6,3
1.039391632,1,13,72,5,5,3
0.92149875,2,13,45,5,5,3
0.720162202,1,5,69,9,5,3
0.519663329,1,9,67,6,3,2
0.722750737,1,8,66,5,4,2
1.039391632,1,13,60,10,6,3
1.379259028,2,13,31,10,6,2
0.812395302,1,7,55,6,7,3
1.379259028,2,13,28,1,4,2
0.92149875,2,13,53,10,3,3
1.317312624,1,13,52,7,7,3
1.317312624,1,13,50,6,5,3
1.317312624,1,13,50,7,4,2
1.317312624,1,13,47,7,5,3
0.92149875,2,13,45,10,6,3
1.483793358,2,4,40,7,4,3
1.317312624,1,13,45,4,3,4
1.030286506,2,13,43,7,8,3
0.91319977,2,8,26,9,5,3
0.829523735,2,9,34,10,5,2
1.379259028,2,13,29,88,88,3
0.485827415,2,9,42,10,5,2
0.579772681,1,12,36,6,6,3
1.589132303,1,13,36,10,5,2
1.770567199,1,8,34,10,7,3
1.030286506,2,13,41,7,7,3
2.485029524,1,13,30,9,5,5
2.485029524,1,13,29,9,7,4
2.485029524,1,13,29,8,9,3
0.91319977,2,8,30,10,6,3
0.91319977,2,8,25,10,4,4
0.92149875,2,13,48,10,7,3
0.720162202,1,5,63,8,4,1
0.92149875,2,13,45,8,8,2
1.589132303,1,13,41,9,7,3
1.030286506,2,13,39,9,7,3
1.039391632,1,13,78,9,4,3
1.538708075,2,5,28,10,5,3
1.039391632,1,13,59,10,5,4
1.104881814,1,5,49,10,7,2
1.589132303,1,13,42,7,5,3
1.589132303,1,13,37,5,3,2
2.485029524,1,13,32,6,6,3
1.292453817,1,9,34,7,6,4
0.784478418,1,4,71,99,99,9
0.784478418,1,4,65,9,4,2
0.720162202,1,5,64,8,7,3
0.436075367,1,8,62,6,88,3
0.501904526,2,3,55,5,4,3
1.039391632,1,13,58,10,3,3
0.846971838,2,13,69,10,1,3
0.766008921,2,4,65,10,10,3
1.689740671,1,10,40,5,5,2
1.139149282,2,4,47,10,7,5
0.370177707,1,5,54,6,88,2
0.514953907,1,1,27,7,4,2
0.646851977,1,1,24,5,4,3
1.030286506,2,13,44,7,6,2
2.485029524,1,13,25,6,5,3
0.72856351,1,2,35,10,7,4
1.491158499,1,13,23,10,10,3
1.317312624,1,13,49,6,6,3
1.589132303,1,13,40,10,10,3
0.604509991,2,14,27,6,6,1
0.722750737,1,8,67,5,4,3
1.104881814,1,5,47,6,5,4
0.681568125,1,6,56,9,5,4
0.741194547,2,2,43,10,5,3
0.479715516,2,8,68,4,3,3
0.766008921,2,4,67,1,8,1
0.72856351,1,2,43,8,7,2
1.589132303,1,13,39,8,7,4
0.765248563,1,9,24,5,4,3
1.100600521,2,2,23,6,3,3
1.317312624,1,13,50,5,5,3
0.714765515,2,2,25,4,4,1
0.437102877,2,10,50,7,6,2
0.785839869,1,10,59,9,7,4
0.50230868,2,8,50,7,6,4
1.039391632,1,13,60,5,6,2
0.496042009,2,7,65,8,5,2
1.589132303,1,13,40,7,8,3
3.611390413,1,2,19,10,6,3
1.169101207,1,2,29,9,6,3
0.756727078,2,7,47,7,8,1
1.317312624,1,13,49,7,6,3
0.378714605,2,14,67,3,3,2
1.317312624,1,13,54,10,4,3
0.874792903,1,8,50,7,5,3
0.598695995,2,7,52,7,8,4
0.846971838,2,13,61,10,7,1
0.720162202,1,5,89,9,5,4
1.339168839,2,13,19,8,5,1
0.621496938,1,9,41,10,5,3
1.174752514,2,6,25,10,3,3
0.740355414,1,15,60,10,6,2
5.002587969,1,8,18,9,6,4
1.80954837,1,4,22,1,1,2
0.514953907,1,1,26,6,5,2
0.554547303,2,6,45,8,7,4
1.039391632,1,13,75,5,5,3
1.491158499,1,13,20,5,4,3
0.92149875,2,13,49,8,5,4
5.002587969,1,8,23,9,5,4
1.889129042,1,5,36,8,4,3
0.479715516,2,8,74,10,5,2
0.730491315,1,1,46,5,3,4
1.770567199,1,8,28,8,5,4
1.339168839,2,13,21,8,4,2
1.317312624,1,13,47,8,5,3
1.169101207,1,2,29,10,4,2
0.823916465,1,2,64,7,5,3
1.221825329,2,8,20,6,7,3
1.265635799,2,1,70,6,6,3
0.846971838,2,13,59,8,6,3
1.030286506,2,13,35,10,10,3
1.534107112,1,10,26,7,5,4
1.379259028,2,13,25,6,5,3
2.485029524,1,13,28,10,4,4
1.039391632,1,13,82,9,4,2
1.889129042,1,5,41,7,5,3
0.621496938,1,9,44,5,4,2
0.655037809,2,3,50,6,5,4
0.722750737,1,8,63,8,7,2
1.039391632,1,13,65,7,3,3
0.722750737,1,8,66,8,6,4
0.846971838,2,13,75,5,88,3
1.589132303,1,13,35,8,5,4
2.455338587,1,6,45,9,6,4
1.379259028,2,13,32,7,5,2
1.491158499,1,13,21,10,5,2
1.92832856,2,7,18,7,5,3
1.039391632,1,13,78,10,10,3
0.730491315,1,1,47,7,5,3
1.419248587,1,1,62,6,5,3
0.414155147,2,13,23,10,7,3
1.039391632,1,13,59,7,6,4
0.565495996,2,9,49,7,5,3
1.092448939,2,8,47,8,8,4
2.540210937,2,9,28,7,5,2
1.292453817,1,9,32,10,9,4
2.485029524,1,13,25,8,3,4
2.986355904,2,8,26,7,5,3
0.554547303,2,6,49,10,5,4
1.030286506,2,13,35,6,6,3
1.039391632,1,13,72,8,5,2
1.039391632,1,13,78,7,5,3
0.92149875,2,13,52,9,6,3
1.419248587,1,1,72,7,4,2
0.388573566,2,2,45,9,5,3
1.339168839,2,13,21,6,1,3
1.589132303,1,13,38,9,5,3
0.491476304,2,6,64,10,3,2
0.547423232,2,6,39,5,6,3
2.485029524,1,13,26,7,7,3
0.812395302,1,7,68,4,6,3
0.762104381,2,14,21,10,7,3
1.039391632,1,13,57,8,5,3
0.741194547,2,2,39,9,5,3
1.770567199,1,8,27,10,7,2
0.621496938,1,9,41,6,4,3
1.491158499,1,13,20,8,2,1
2.485029524,1,13,28,7,5,3
0.493033687,2,10,43,8,6,2
0.955841447,2,5,83,6,7,4
0.70199503,1,14,59,7,88,2
0.378714605,2,14,56,10,8,4
0.628322542,2,10,89,10,10,3
0.292365209,2,8,68,9,6,3
0.93713342,1,9,86,5,5,2
0.846971838,2,13,73,10,5,4
0.874792903,1,8,53,5,5,2
0.310246457,2,6,73,7,3,2
0.436075367,1,8,75,7,4,3
0.64190234,2,5,62,7,8,2
0.92149875,2,13,52,10,1,2
0.585680865,1,7,55,3,4,1
0.491476304,2,6,63,7,4,2
0.408723043,1,10,46,6,6,3
1.092448939,2,8,54,6,5,3
0.929676631,2,10,63,7,4,2
0.64190234,2,5,81,88,10,2
0.846971838,2,13,67,7,4,3
0.720162202,1,5,75,8,9,3
0.929676631,2,10,64,5,5,3
1.888444035,1,8,39,8,6,3
0.92149875,2,13,52,5,5,3
0.359166222,2,14,44,10,9,4
0.722750737,1,8,78,7,5,3
1.567501196,2,6,44,6,5,3
0.485827415,2,9,39,6,5,3
0.547842798,1,9,52,7,5,3
0.485827415,2,9,42,8,8,2
0.491476304,2,6,71,8,3,2
0.654158717,2,2,71,5,7,2
0.720162202,1,5,65,10,4,4
0.64190234,2,5,66,6,6,4
0.93713342,1,9,61,6,6,3
1.345319222,2,13,65,10,5,3
0.64190234,2,5,57,10,7,3
0.846971838,2,13,74,5,5,2
0.846971838,2,13,63,7,7,3
0.479715516,2,8,65,7,3,2
2.118674841,1,4,54,9,9,8
0.565495996,2,9,51,7,6,1
0.479715516,2,8,74,8,8,3
0.554547303,2,6,53,10,7,2
0.565495996,2,9,49,3,5,2
0.585680865,1,7,58,4,6,2
0.846971838,2,13,62,8,6,3
0.92149875,2,13,54,6,5,2
0.585680865,1,7,59,4,5,3
0.496042009,2,7,59,7,4,3
1.039391632,1,13,59,8,88,3
0.722750737,1,8,59,4,4,4
0.214092044,1,12,52,4,6,3
0.756727078,2,7,49,4,4,2
0.155724893,2,13,37,7,6,2
0.437102877,2,10,47,5,5,2
0.388573566,2,2,46,3,8,2
0.846971838,2,13,58,6,5,2
0.823916465,1,2,79,5,4,2
1.030286506,2,13,35,5,5,4
0.874792903,1,8,53,5,4,3
0.812395302,1,7,57,6,5,8
0.846971838,2,13,65,8,5,4
0.519663329,1,9,61,5,5,3
0.491476304,2,6,64,7,3,3
0.846971838,2,13,57,7,7,3
0.654158717,2,2,62,5,5,3
0.681568125,1,6,70,10,7,3
0.846971838,2,13,63,8,5,4
0.436075367,1,8,67,3,5,3
0.519663329,1,9,75,9,6,3
1.039391632,1,13,70,8,1,1
1.039391632,1,13,58,6,4,2
7.859426202,1,8,42,8,5,4
1.030286506,2,13,41,7,6,3
0.846971838,2,13,82,5,3,2
0.39744098,2,13,51,9,7,4
0.375144007,2,6,50,1,1,3
1.589132303,1,13,42,5,5,3
1.317312624,1,13,54,9,7,1
1.030286506,2,13,43,8,5,2
1.410771627,1,3,49,6,4,2
0.92149875,2,13,49,5,5,3
0.92149875,2,13,49,7,5,1
0.92149875,2,13,54,6,6,3
0.674731757,2,14,46,8,3,3
1.030286506,2,13,42,6,5,2
0.765248563,1,9,19,10,6,2
2.695981497,1,7,41,7,5,3
0.765248563,1,9,18,10,7,3
1.483793358,2,4,41,1,1,1
1.317312624,1,13,45,8,6,2
1.379259028,2,13,26,5,2,2
1.503127677,2,5,23,10,10,3
0.46170604,2,7,55,6,4,2
0.812395302,1,7,69,5,4,3
1.039391632,1,13,67,10,7,3
1.039391632,1,13,67,5,5,3
0.846971838,2,13,60,4,6,3
0.722750737,1,8,65,9,5,3
3.930021354,1,6,27,8,8,3
1.503127677,2,5,21,10,5,3
1.039391632,1,13,62,6,5,3
2.674506532,1,14,62,5,4,3
0.504147923,1,5,61,8,3,2
1.379259028,2,13,32,5,5,3
0.720162202,1,5,86,10,6,4
0.846971838,2,13,60,10,4,3
0.479715516,2,8,64,8,5,3
0.565495996,2,9,53,7,5,3
2.846655606,1,5,27,10,1,3
1.317312624,1,13,54,10,8,3
1.273667504,2,9,24,7,5,3
1.104881814,1,5,52,10,5,4
0.756727078,2,7,54,4,4,2
0.92149875,2,13,47,7,7,3
1.030286506,2,13,41,6,8,2
0.91319977,2,8,25,6,5,3
0.87783629,1,7,45,6,6,2
1.317312624,1,13,47,6,5,4
1.589132303,1,13,39,6,6,4
1.317312624,1,13,45,7,6,2
1.591681939,1,5,18,9,6,3
0.479715516,2,8,65,6,5,2
1.888444035,1,8,44,7,8,2
1.589132303,1,13,44,7,5,3
0.846971838,2,13,69,10,10,3
0.547423232,2,6,42,9,3,3
1.039391632,1,13,72,5,5,3
2.695981497,1,7,42,5,5,2
0.500603013,2,15,59,7,6,3
0.741194547,2,2,39,7,5,4
1.379259028,2,13,30,9,5,3
1.030286506,2,13,44,5,5,2
1.030286506,2,13,42,5,5,1
0.479715516,2,8,58,8,5,3
1.538708075,2,5,30,6,5,2
1.221825329,2,8,22,9,9,2
1.914970926,1,6,52,8,5,4
0.92149875,2,13,54,10,10,3
0.504147923,1,5,64,5,5,3
1.770567199,1,8,29,6,6,2
1.379259028,2,13,29,10,5,3
0.722750737,1,8,73,9,6,2
1.349737516,1,13,24,10,5,3
2.485029524,1,13,29,7,5,2
1.491158499,1,13,24,8,6,4
0.485827415,2,9,36,8,5,4
1.491158499,1,13,22,8,5,4
0.92149875,2,13,50,10,7,3
1.491158499,1,13,22,10,7,3
0.846971838,2,13,76,10,5,3
1.092448939,2,8,48,7,4,2
0.646851977,1,1,22,7,5,3
0.39744098,2,13,48,10,5,3
1.339168839,2,13,24,7,7,3
0.874792903,1,8,50,8,5,2
1.653983312,1,3,21,8,5,3
1.092448939,2,8,52,6,6,3
1.491158499,1,13,20,7,5,3
0.765248563,1,9,19,8,7,3
0.388573566,2,2,54,7,5,2
1.491158499,1,13,19,9,8,4
1.591681939,1,5,19,5,6,4
1.030286506,2,13,42,10,10,3
0.491476304,2,6,58,7,5,3
1.589132303,1,13,38,10,10,3
1.015899423,1,9,18,6,5,3
1.317312624,1,13,50,7,5,3
1.030286506,2,13,43,5,4,2
1.93634314,2,9,23,6,5,3
1.015899423,1,9,19,8,6,3
1.589132303,1,13,43,9,5,4
1.591681939,1,5,21,10,5,2
1.589132303,1,13,44,5,4,2
1.591681939,1,5,24,10,6,4
1.039391632,1,13,67,5,6,4
2.485029524,1,13,30,8,7,3
0.92149875,2,13,51,5,5,3
1.888444035,1,8,36,7,5,1
0.754747408,2,5,42,7,5,3
1.379259028,2,13,33,8,6,3
1.770567199,1,8,29,6,5,3
1.80954837,1,4,23,7,5,4
0.720162202,1,5,81,9,4,3
1.491158499,1,13,23,8,6,4
1.491158499,1,13,22,8,6,3
1.039391632,1,13,70,8,2,2
1.039391632,1,13,57,10,7,3
1.379259028,2,13,32,9,7,3
0.846971838,2,13,55,8,6,4
2.170101731,1,4,40,10,3,3
0.69358657,2,9,71,9,6,2
1.589132303,1,13,35,5,3,2
1.039391632,1,13,72,7,5,2
0.874792903,1,8,51,10,8,2
1.491158499,1,13,24,9,7,2
1.379259028,2,13,27,8,5,3
0.404787678,2,15,37,7,7,2
1.039391632,1,13,67,10,8,4
1.039391632,1,13,65,8,9,3
1.039391632,1,13,61,7,6,2
1.039391632,1,13,60,5,7,4
1.139149282,2,4,47,4,4,2
1.538708075,2,5,25,8,8,3
1.030286506,2,13,43,7,4,4
2.487910663,1,7,49,8,6,2
1.039391632,1,13,74,8,8,3
0.54927275,1,10,68,9,4,3
0.720162202,1,5,65,7,4,2
0.939310387,2,8,39,7,4,2
0.72856351,1,2,43,7,6,2
0.874792903,1,8,45,5,3,4
1.317312624,1,13,52,5,6,4
1.317312624,1,13,51,9,6,4
0.92149875,2,13,48,5,4,3
1.556267084,2,14,24,5,7,2
1.308739855,1,1,38,8,6,4
1.379259028,2,13,34,7,4,3
0.501904526,2,3,70,10,4,2
0.674731757,2,14,52,10,3,3
0.76498141,2,3,23,6,5,2
0.989372532,2,5,47,9,7,3
0.771146472,2,3,26,10,5,3
0.92149875,2,13,48,10,3,3
0.846971838,2,13,58,9,4,2
2.846655606,1,5,26,7,5,4
1.570241224,1,10,21,5,5,3
1.039391632,1,13,60,6,4,2
1.339168839,2,13,23,6,4,3
0.69358657,2,9,62,5,4,3
0.54927275,1,10,72,10,6,2
0.310246457,2,6,65,7,2,3
0.292365209,2,8,77,10,10,5
0.809449772,1,6,88,10,10,3
0.809449772,1,6,67,8,5,2
0.846971838,2,13,57,4,7,2
0.64190234,2,5,83,8,7,3
0.92149875,2,13,49,3,4,2
1.039391632,1,13,56,7,6,3
1.039391632,1,13,63,7,5,3
0.479715516,2,8,56,7,5,3
1.030286506,2,13,37,9,5,3
0.846971838,2,13,68,8,7,2
1.039391632,1,13,68,6,88,3
1.491158499,1,13,23,10,6,2
1.092448939,2,8,47,6,5,3
1.039391632,1,13,56,5,5,3
0.475814327,2,7,21,5,5,3
1.96028413,1,7,20,9,7,3
1.379259028,2,13,28,8,5,1
1.770567199,1,8,26,10,88,2
1.317312624,1,13,45,7,6,4
1.99521948,1,7,19,8,5,3
1.104881814,1,5,48,4,5,3
1.491158499,1,13,22,6,5,2
1.589132303,1,13,42,5,6,4
0.741194547,2,2,36,8,4,3
1.491158499,1,13,18,7,4,4
1.589132303,1,13,43,10,7,2
2.485029524,1,13,25,6,5,4
1.039391632,1,13,78,10,10,2
0.92149875,2,13,50,8,6,3
0.72856351,1,2,39,10,5,4
0.514953907,1,1,31,6,5,3
0.155724893,2,13,42,10,2,3
2.485029524,1,13,25,8,5,3
0.939310387,2,8,43,9,6,3
0.846971838,2,13,56,5,5,3
1.027510289,2,10,23,10,5,2
1.317312624,1,13,49,5,88,3
1.491158499,1,13,19,7,4,4
0.92149875,2,13,50,8,5,3
1.589132303,1,13,43,9,7,3
0.846971838,2,13,87,4,2,1
1.589132303,1,13,37,88,8,2
1.491158499,1,13,22,10,9,2
1.491158499,1,13,21,10,5,3
0.817487186,1,12,22,6,5,3
1.039391632,1,13,57,7,7,4
0.475814327,2,7,22,6,5,2
2.949673787,1,15,48,8,5,4
2.586294773,1,4,28,7,4,3
1.030286506,2,13,38,7,4,3
0.92149875,2,13,54,8,3,2
2.485029524,1,13,25,8,5,4
0.809449772,1,6,62,5,7,3
2.586294773,1,4,28,10,7,4
0.654158717,2,2,56,8,5,2
0.646851977,1,1,18,6,6,2
1.491158499,1,13,22,9,6,4
0.846971838,2,13,55,9,7,3
0.514953907,1,1,28,7,4,4
1.339168839,2,13,22,8,5,3
0.39744098,2,13,46,7,5,2
1.039391632,1,13,59,2,3,2
0.598695995,2,7,54,5,3,2
0.741194547,2,2,38,5,6,3
1.317312624,1,13,53,10,10,2
0.92149875,2,13,53,10,10,3
1.175300519,1,15,27,7,7,2
0.514953907,1,1,25,4,4,2
0.414155147,2,13,20,10,1,3
1.039391632,1,13,57,3,3,3
1.317312624,1,13,47,5,4,2
0.514953907,1,1,28,9,6,3
1.589132303,1,13,36,6,6,2
2.846655606,1,5,27,8,5,4
